Time Bands,Frequency,SE,Species
before 2000,0.051734621,0.012454195,Montagu's Harrier
2000-2006,0.041024374,0.010168471,Montagu's Harrier
2007-2010,0.035165718,0.008557658,Montagu's Harrier
2011-2012,0.034821513,0.008490384,Montagu's Harrier
2013,0.03271037,0.007865495,Montagu's Harrier
2014,0.025496792,0.006010108,Montagu's Harrier
2015,0.021011376,0.004883115,Montagu's Harrier
2016,0.023759451,0.005490239,Montagu's Harrier
2017,0.022392495,0.005200817,Montagu's Harrier
2018,0.019059345,0.004406156,Montagu's Harrier
before 2000,NA,NA,Mountain Bamboo-Partridge
2000-2006,NA,NA,Mountain Bamboo-Partridge
2007-2010,NA,NA,Mountain Bamboo-Partridge
2011-2012,NA,NA,Mountain Bamboo-Partridge
2013,NA,NA,Mountain Bamboo-Partridge
2014,NA,NA,Mountain Bamboo-Partridge
2015,NA,NA,Mountain Bamboo-Partridge
2016,NA,NA,Mountain Bamboo-Partridge
2017,NA,NA,Mountain Bamboo-Partridge
2018,NA,NA,Mountain Bamboo-Partridge
before 2000,NA,NA,Mountain Bulbul
2000-2006,NA,NA,Mountain Bulbul
2007-2010,NA,NA,Mountain Bulbul
2011-2012,NA,NA,Mountain Bulbul
2013,NA,NA,Mountain Bulbul
2014,0.030477584,0.011762764,Mountain Bulbul
2015,0.051921431,0.019504471,Mountain Bulbul
2016,0.032470743,0.01237893,Mountain Bulbul
2017,0.033614655,0.012715739,Mountain Bulbul
2018,0.026685218,0.010151135,Mountain Bulbul
before 2000,NA,NA,Mountain Chiffchaff
2000-2006,NA,NA,Mountain Chiffchaff
2007-2010,NA,NA,Mountain Chiffchaff
2011-2012,NA,NA,Mountain Chiffchaff
2013,NA,NA,Mountain Chiffchaff
2014,NA,NA,Mountain Chiffchaff
2015,NA,NA,Mountain Chiffchaff
2016,NA,NA,Mountain Chiffchaff
2017,NA,NA,Mountain Chiffchaff
2018,NA,NA,Mountain Chiffchaff
before 2000,0.037563809,0.009250974,Mountain Hawk-Eagle
2000-2006,0.031122887,0.007739374,Mountain Hawk-Eagle
2007-2010,0.047980279,0.011018687,Mountain Hawk-Eagle
2011-2012,0.04022483,0.009318108,Mountain Hawk-Eagle
2013,0.03514921,0.008335104,Mountain Hawk-Eagle
2014,0.033469669,0.007303244,Mountain Hawk-Eagle
2015,0.027314941,0.005749229,Mountain Hawk-Eagle
2016,0.027089358,0.005678772,Mountain Hawk-Eagle
2017,0.029273988,0.006103187,Mountain Hawk-Eagle
2018,0.027432538,0.005639548,Mountain Hawk-Eagle
before 2000,0.05426886,0.007785441,Mountain Imperial-Pigeon
2000-2006,0.046071901,0.006804089,Mountain Imperial-Pigeon
2007-2010,0.047329269,0.006651375,Mountain Imperial-Pigeon
2011-2012,0.024446883,0.003756876,Mountain Imperial-Pigeon
2013,0.022121043,0.003192073,Mountain Imperial-Pigeon
2014,0.013045616,0.001784621,Mountain Imperial-Pigeon
2015,0.009634669,0.001299534,Mountain Imperial-Pigeon
2016,0.013089237,0.001711674,Mountain Imperial-Pigeon
2017,0.017302943,0.002273534,Mountain Imperial-Pigeon
2018,0.014617171,0.001898124,Mountain Imperial-Pigeon
before 2000,NA,NA,Mountain Tailorbird
2000-2006,NA,NA,Mountain Tailorbird
2007-2010,NA,NA,Mountain Tailorbird
2011-2012,NA,NA,Mountain Tailorbird
2013,NA,NA,Mountain Tailorbird
2014,0.057595507,0.059604099,Mountain Tailorbird
2015,0.059210637,0.062592733,Mountain Tailorbird
2016,0.068012184,0.071257242,Mountain Tailorbird
2017,0.04514833,0.047920419,Mountain Tailorbird
2018,0.055339771,0.058190563,Mountain Tailorbird
before 2000,NA,NA,Moustached Laughingthrush
2000-2006,NA,NA,Moustached Laughingthrush
2007-2010,NA,NA,Moustached Laughingthrush
2011-2012,NA,NA,Moustached Laughingthrush
2013,NA,NA,Moustached Laughingthrush
2014,NA,NA,Moustached Laughingthrush
2015,NA,NA,Moustached Laughingthrush
2016,NA,NA,Moustached Laughingthrush
2017,NA,NA,Moustached Laughingthrush
2018,NA,NA,Moustached Laughingthrush
before 2000,NA,NA,Narcondam Hornbill
2000-2006,NA,NA,Narcondam Hornbill
2007-2010,NA,NA,Narcondam Hornbill
2011-2012,NA,NA,Narcondam Hornbill
2013,NA,NA,Narcondam Hornbill
2014,NA,NA,Narcondam Hornbill
2015,NA,NA,Narcondam Hornbill
2016,NA,NA,Narcondam Hornbill
2017,NA,NA,Narcondam Hornbill
2018,NA,NA,Narcondam Hornbill
before 2000,NA,NA,Nepal Fulvetta
2000-2006,NA,NA,Nepal Fulvetta
2007-2010,NA,NA,Nepal Fulvetta
2011-2012,NA,NA,Nepal Fulvetta
2013,NA,NA,Nepal Fulvetta
2014,0.09717573,0.070601214,Nepal Fulvetta
2015,0.074434174,0.054265678,Nepal Fulvetta
2016,0.091751551,0.066649161,Nepal Fulvetta
2017,0.090417419,0.065184838,Nepal Fulvetta
2018,0.102348362,0.074006909,Nepal Fulvetta
before 2000,NA,NA,Nepal House-Martin
2000-2006,NA,NA,Nepal House-Martin
2007-2010,NA,NA,Nepal House-Martin
2011-2012,NA,NA,Nepal House-Martin
2013,NA,NA,Nepal House-Martin
2014,0.044816038,0.029419235,Nepal House-Martin
2015,0.031251473,0.020305779,Nepal House-Martin
2016,0.029638904,0.019252301,Nepal House-Martin
2017,0.030040605,0.019518751,Nepal House-Martin
2018,0.035218841,0.022891019,Nepal House-Martin
before 2000,NA,NA,Nicobar Bulbul
2000-2006,NA,NA,Nicobar Bulbul
2007-2010,NA,NA,Nicobar Bulbul
2011-2012,NA,NA,Nicobar Bulbul
2013,NA,NA,Nicobar Bulbul
2014,NA,NA,Nicobar Bulbul
2015,NA,NA,Nicobar Bulbul
2016,NA,NA,Nicobar Bulbul
2017,NA,NA,Nicobar Bulbul
2018,NA,NA,Nicobar Bulbul
before 2000,NA,NA,Nicobar Imperial-Pigeon
2000-2006,NA,NA,Nicobar Imperial-Pigeon
2007-2010,NA,NA,Nicobar Imperial-Pigeon
2011-2012,NA,NA,Nicobar Imperial-Pigeon
2013,NA,NA,Nicobar Imperial-Pigeon
2014,NA,NA,Nicobar Imperial-Pigeon
2015,NA,NA,Nicobar Imperial-Pigeon
2016,NA,NA,Nicobar Imperial-Pigeon
2017,NA,NA,Nicobar Imperial-Pigeon
2018,NA,NA,Nicobar Imperial-Pigeon
before 2000,NA,NA,Nicobar Jungle-Flycatcher
2000-2006,NA,NA,Nicobar Jungle-Flycatcher
2007-2010,NA,NA,Nicobar Jungle-Flycatcher
2011-2012,NA,NA,Nicobar Jungle-Flycatcher
2013,NA,NA,Nicobar Jungle-Flycatcher
2014,NA,NA,Nicobar Jungle-Flycatcher
2015,NA,NA,Nicobar Jungle-Flycatcher
2016,NA,NA,Nicobar Jungle-Flycatcher
2017,NA,NA,Nicobar Jungle-Flycatcher
2018,NA,NA,Nicobar Jungle-Flycatcher
before 2000,NA,NA,Nicobar Parakeet
2000-2006,NA,NA,Nicobar Parakeet
2007-2010,NA,NA,Nicobar Parakeet
2011-2012,NA,NA,Nicobar Parakeet
2013,NA,NA,Nicobar Parakeet
2014,NA,NA,Nicobar Parakeet
2015,NA,NA,Nicobar Parakeet
2016,NA,NA,Nicobar Parakeet
2017,NA,NA,Nicobar Parakeet
2018,NA,NA,Nicobar Parakeet
before 2000,NA,NA,Nicobar Scrubfowl
2000-2006,NA,NA,Nicobar Scrubfowl
2007-2010,NA,NA,Nicobar Scrubfowl
2011-2012,NA,NA,Nicobar Scrubfowl
2013,NA,NA,Nicobar Scrubfowl
2014,NA,NA,Nicobar Scrubfowl
2015,NA,NA,Nicobar Scrubfowl
2016,NA,NA,Nicobar Scrubfowl
2017,NA,NA,Nicobar Scrubfowl
2018,NA,NA,Nicobar Scrubfowl
before 2000,NA,NA,Nicobar Serpent-Eagle
2000-2006,NA,NA,Nicobar Serpent-Eagle
2007-2010,NA,NA,Nicobar Serpent-Eagle
2011-2012,NA,NA,Nicobar Serpent-Eagle
2013,NA,NA,Nicobar Serpent-Eagle
2014,NA,NA,Nicobar Serpent-Eagle
2015,NA,NA,Nicobar Serpent-Eagle
2016,NA,NA,Nicobar Serpent-Eagle
2017,NA,NA,Nicobar Serpent-Eagle
2018,NA,NA,Nicobar Serpent-Eagle
before 2000,NA,NA,Nicobar Sparrowhawk
2000-2006,NA,NA,Nicobar Sparrowhawk
2007-2010,NA,NA,Nicobar Sparrowhawk
2011-2012,NA,NA,Nicobar Sparrowhawk
2013,NA,NA,Nicobar Sparrowhawk
2014,NA,NA,Nicobar Sparrowhawk
2015,NA,NA,Nicobar Sparrowhawk
2016,NA,NA,Nicobar Sparrowhawk
2017,NA,NA,Nicobar Sparrowhawk
2018,NA,NA,Nicobar Sparrowhawk
before 2000,0.060248355,0.013444921,Nilgiri Flowerpecker
2000-2006,0.088216455,0.019562061,Nilgiri Flowerpecker
2007-2010,0.032542835,0.007405212,Nilgiri Flowerpecker
2011-2012,0.017823765,0.004141949,Nilgiri Flowerpecker
2013,0.026534184,0.005958892,Nilgiri Flowerpecker
2014,0.016761092,0.003732808,Nilgiri Flowerpecker
2015,0.015859523,0.003521124,Nilgiri Flowerpecker
2016,0.017837069,0.003961196,Nilgiri Flowerpecker
2017,0.021103389,0.004677682,Nilgiri Flowerpecker
2018,0.019387581,0.004292184,Nilgiri Flowerpecker
before 2000,NA,NA,Nilgiri Flycatcher
2000-2006,NA,NA,Nilgiri Flycatcher
2007-2010,NA,NA,Nilgiri Flycatcher
2011-2012,NA,NA,Nilgiri Flycatcher
2013,NA,NA,Nilgiri Flycatcher
2014,NA,NA,Nilgiri Flycatcher
2015,NA,NA,Nilgiri Flycatcher
2016,NA,NA,Nilgiri Flycatcher
2017,NA,NA,Nilgiri Flycatcher
2018,NA,NA,Nilgiri Flycatcher
before 2000,0.025217792,0.021750308,Nilgiri Laughingthrush
2000-2006,0.020854004,0.019570544,Nilgiri Laughingthrush
2007-2010,0.015548944,0.013596187,Nilgiri Laughingthrush
2011-2012,0.014736901,0.014604651,Nilgiri Laughingthrush
2013,0.021266202,0.017247542,Nilgiri Laughingthrush
2014,0.005860356,0.00494821,Nilgiri Laughingthrush
2015,0.008242566,0.004811258,Nilgiri Laughingthrush
2016,0.005784912,0.002564605,Nilgiri Laughingthrush
2017,0.009875291,0.004318337,Nilgiri Laughingthrush
2018,0.010326799,0.004512676,Nilgiri Laughingthrush
before 2000,0.005121689,0.004991766,Nilgiri Pipit
2000-2006,0.00197545,0.001951637,Nilgiri Pipit
2007-2010,0.020129695,0.008028824,Nilgiri Pipit
2011-2012,0.029009593,0.011366027,Nilgiri Pipit
2013,0.024803638,0.009654893,Nilgiri Pipit
2014,0.012698597,0.004729838,Nilgiri Pipit
2015,0.004774372,0.001807543,Nilgiri Pipit
2016,0.002930023,0.001156763,Nilgiri Pipit
2017,0.00271184,0.001037485,Nilgiri Pipit
2018,0.005234277,0.001936817,Nilgiri Pipit
before 2000,NA,NA,Nilgiri Sholakili
2000-2006,NA,NA,Nilgiri Sholakili
2007-2010,NA,NA,Nilgiri Sholakili
2011-2012,NA,NA,Nilgiri Sholakili
2013,NA,NA,Nilgiri Sholakili
2014,0.003818877,0.003470592,Nilgiri Sholakili
2015,0.004215653,0.002723297,Nilgiri Sholakili
2016,0.004073761,0.001909384,Nilgiri Sholakili
2017,0.007194091,0.003339328,Nilgiri Sholakili
2018,0.006850507,0.003162337,Nilgiri Sholakili
before 2000,NA,NA,Nilgiri Thrush
2000-2006,NA,NA,Nilgiri Thrush
2007-2010,NA,NA,Nilgiri Thrush
2011-2012,NA,NA,Nilgiri Thrush
2013,NA,NA,Nilgiri Thrush
2014,0.00351259,0.001226861,Nilgiri Thrush
2015,0.002122487,0.000736014,Nilgiri Thrush
2016,0.001663808,0.00056745,Nilgiri Thrush
2017,0.001970252,0.00066658,Nilgiri Thrush
2018,0.001926998,0.000647993,Nilgiri Thrush
before 2000,0.009116765,0.002097164,Nilgiri Wood-Pigeon
2000-2006,0.01061484,0.002394798,Nilgiri Wood-Pigeon
2007-2010,0.009671836,0.002081157,Nilgiri Wood-Pigeon
2011-2012,0.007078961,0.001608388,Nilgiri Wood-Pigeon
2013,0.010006492,0.002068945,Nilgiri Wood-Pigeon
2014,0.004725729,0.000957136,Nilgiri Wood-Pigeon
2015,0.005200227,0.001031004,Nilgiri Wood-Pigeon
2016,0.005543278,0.001096554,Nilgiri Wood-Pigeon
2017,0.006557063,0.001308393,Nilgiri Wood-Pigeon
2018,0.006513754,0.001286407,Nilgiri Wood-Pigeon
before 2000,NA,NA,Northern Lapwing
2000-2006,NA,NA,Northern Lapwing
2007-2010,NA,NA,Northern Lapwing
2011-2012,NA,NA,Northern Lapwing
2013,NA,NA,Northern Lapwing
2014,0.010065658,0.003446533,Northern Lapwing
2015,0.011472325,0.00375011,Northern Lapwing
2016,0.009570631,0.00313079,Northern Lapwing
2017,0.011160665,0.003616624,Northern Lapwing
2018,0.013675181,0.004331568,Northern Lapwing
before 2000,0.074712788,0.032518946,Northern Pintail
2000-2006,0.065249437,0.028537981,Northern Pintail
2007-2010,0.061463271,0.026587504,Northern Pintail
2011-2012,0.056814476,0.025079444,Northern Pintail
2013,0.056888109,0.024723097,Northern Pintail
2014,0.03935211,0.01678175,Northern Pintail
2015,0.03728651,0.016044164,Northern Pintail
2016,0.040064978,0.017320848,Northern Pintail
2017,0.030978396,0.013375341,Northern Pintail
2018,0.03301085,0.014199272,Northern Pintail
before 2000,0.05309337,0.006520724,Northern Shoveler
2000-2006,0.067132548,0.008002988,Northern Shoveler
2007-2010,0.054011517,0.006470908,Northern Shoveler
2011-2012,0.059890215,0.007070805,Northern Shoveler
2013,0.050951415,0.005914322,Northern Shoveler
2014,0.038100268,0.004295733,Northern Shoveler
2015,0.039393495,0.004371658,Northern Shoveler
2016,0.043812684,0.004810105,Northern Shoveler
2017,0.034265259,0.003789657,Northern Shoveler
2018,0.038270483,0.004195364,Northern Shoveler
before 2000,0.095917116,0.033809149,Olive-backed Pipit
2000-2006,0.096839127,0.033861783,Olive-backed Pipit
2007-2010,0.060120964,0.021145033,Olive-backed Pipit
2011-2012,0.059816572,0.021019685,Olive-backed Pipit
2013,0.048276965,0.016936726,Olive-backed Pipit
2014,0.033371213,0.0116169,Olive-backed Pipit
2015,0.027481279,0.009543474,Olive-backed Pipit
2016,0.0275067,0.009538862,Olive-backed Pipit
2017,0.028250755,0.009808346,Olive-backed Pipit
2018,0.028971111,0.010046377,Olive-backed Pipit
before 2000,0.062984016,0.020938491,Orange-bellied Leafbird
2000-2006,0.048266256,0.016144883,Orange-bellied Leafbird
2007-2010,0.04351245,0.014394308,Orange-bellied Leafbird
2011-2012,0.060993533,0.020008539,Orange-bellied Leafbird
2013,0.047558225,0.015460893,Orange-bellied Leafbird
2014,0.048058927,0.015146313,Orange-bellied Leafbird
2015,0.048302616,0.015248471,Orange-bellied Leafbird
2016,0.052923812,0.016687156,Orange-bellied Leafbird
2017,0.053626959,0.016791052,Orange-bellied Leafbird
2018,0.05909732,0.018472915,Orange-bellied Leafbird
before 2000,NA,NA,Orange-breasted Pigeon
2000-2006,NA,NA,Orange-breasted Pigeon
2007-2010,NA,NA,Orange-breasted Pigeon
2011-2012,NA,NA,Orange-breasted Pigeon
2013,NA,NA,Orange-breasted Pigeon
2014,0.01664539,0.004399508,Orange-breasted Pigeon
2015,0.010469299,0.002788529,Orange-breasted Pigeon
2016,0.013070655,0.003430093,Orange-breasted Pigeon
2017,0.014116018,0.003683514,Orange-breasted Pigeon
2018,0.011960374,0.003122654,Orange-breasted Pigeon
before 2000,0.076856195,0.008371334,Orange-headed Thrush
2000-2006,0.072426705,0.007990865,Orange-headed Thrush
2007-2010,0.048828866,0.005565546,Orange-headed Thrush
2011-2012,0.063565955,0.00729626,Orange-headed Thrush
2013,0.043998809,0.004725873,Orange-headed Thrush
2014,0.038855724,0.004068886,Orange-headed Thrush
2015,0.036967152,0.003796284,Orange-headed Thrush
2016,0.036906153,0.003758066,Orange-headed Thrush
2017,0.038182485,0.00384659,Orange-headed Thrush
2018,0.037071794,0.003741845,Orange-headed Thrush
before 2000,NA,NA,Orange Bullfinch
2000-2006,NA,NA,Orange Bullfinch
2007-2010,NA,NA,Orange Bullfinch
2011-2012,NA,NA,Orange Bullfinch
2013,NA,NA,Orange Bullfinch
2014,NA,NA,Orange Bullfinch
2015,NA,NA,Orange Bullfinch
2016,NA,NA,Orange Bullfinch
2017,NA,NA,Orange Bullfinch
2018,NA,NA,Orange Bullfinch
before 2000,0.053566349,0.009931043,Orange Minivet
2000-2006,0.065232809,0.011967052,Orange Minivet
2007-2010,0.052205472,0.009555274,Orange Minivet
2011-2012,0.04615362,0.008588656,Orange Minivet
2013,0.033099704,0.005984275,Orange Minivet
2014,0.036674915,0.006514285,Orange Minivet
2015,0.03188476,0.005590241,Orange Minivet
2016,0.028261848,0.004966098,Orange Minivet
2017,0.029894175,0.005256535,Orange Minivet
2018,0.026845794,0.004719873,Orange Minivet
before 2000,0.048532273,0.004327765,Oriental Darter
2000-2006,0.061388139,0.005526442,Oriental Darter
2007-2010,0.063716459,0.005394272,Oriental Darter
2011-2012,0.081600777,0.006758447,Oriental Darter
2013,0.077726746,0.00611994,Oriental Darter
2014,0.070501897,0.005160175,Oriental Darter
2015,0.059976847,0.00442162,Oriental Darter
2016,0.054310334,0.003996568,Oriental Darter
2017,0.062478831,0.004571908,Oriental Darter
2018,0.057504997,0.004156804,Oriental Darter
before 2000,0.062226988,0.004264851,Oriental Honey-buzzard
2000-2006,0.080570498,0.005554919,Oriental Honey-buzzard
2007-2010,0.082756392,0.005428232,Oriental Honey-buzzard
2011-2012,0.07834548,0.005069046,Oriental Honey-buzzard
2013,0.076272107,0.004541799,Oriental Honey-buzzard
2014,0.07283913,0.0040501,Oriental Honey-buzzard
2015,0.063670937,0.003453579,Oriental Honey-buzzard
2016,0.060705507,0.00321067,Oriental Honey-buzzard
2017,0.061850724,0.003302302,Oriental Honey-buzzard
2018,0.060869883,0.003208185,Oriental Honey-buzzard
before 2000,0.207497455,0.009518936,Oriental Magpie-Robin
2000-2006,0.176217154,0.008509416,Oriental Magpie-Robin
2007-2010,0.202974649,0.009091324,Oriental Magpie-Robin
2011-2012,0.22038395,0.009474736,Oriental Magpie-Robin
2013,0.266842507,0.010274567,Oriental Magpie-Robin
2014,0.257783481,0.009468724,Oriental Magpie-Robin
2015,0.257163444,0.009025113,Oriental Magpie-Robin
2016,0.244409602,0.008676261,Oriental Magpie-Robin
2017,0.26351111,0.009189934,Oriental Magpie-Robin
2018,0.270474524,0.009364882,Oriental Magpie-Robin
before 2000,0.066657165,0.014362332,Oriental Pied-Hornbill
2000-2006,0.086462167,0.018493679,Oriental Pied-Hornbill
2007-2010,0.089091904,0.018180123,Oriental Pied-Hornbill
2011-2012,0.083281482,0.017741932,Oriental Pied-Hornbill
2013,0.062109785,0.013197261,Oriental Pied-Hornbill
2014,0.08400672,0.01608364,Oriental Pied-Hornbill
2015,0.086158663,0.016358947,Oriental Pied-Hornbill
2016,0.081170953,0.015446974,Oriental Pied-Hornbill
2017,0.08583721,0.016135634,Oriental Pied-Hornbill
2018,0.08146056,0.015369817,Oriental Pied-Hornbill
before 2000,NA,NA,Oriental Pratincole
2000-2006,NA,NA,Oriental Pratincole
2007-2010,NA,NA,Oriental Pratincole
2011-2012,NA,NA,Oriental Pratincole
2013,NA,NA,Oriental Pratincole
2014,0.022330903,0.009261212,Oriental Pratincole
2015,0.017777885,0.007305258,Oriental Pratincole
2016,0.013915161,0.005590248,Oriental Pratincole
2017,0.013212909,0.005318084,Oriental Pratincole
2018,0.016771452,0.006718166,Oriental Pratincole
before 2000,0.063169899,0.006023391,Oriental Skylark
2000-2006,0.067634386,0.006756828,Oriental Skylark
2007-2010,0.050245133,0.004994229,Oriental Skylark
2011-2012,0.039978968,0.004035402,Oriental Skylark
2013,0.029726791,0.002909786,Oriental Skylark
2014,0.026508445,0.002398004,Oriental Skylark
2015,0.029993552,0.002587554,Oriental Skylark
2016,0.029714164,0.002593471,Oriental Skylark
2017,0.026294247,0.002286423,Oriental Skylark
2018,0.024565373,0.002139215,Oriental Skylark
before 2000,0.096985594,0.012049673,Oriental Turtle-Dove
2000-2006,0.076722407,0.009475668,Oriental Turtle-Dove
2007-2010,0.067393834,0.008233888,Oriental Turtle-Dove
2011-2012,0.097933336,0.011613197,Oriental Turtle-Dove
2013,0.078848722,0.009337619,Oriental Turtle-Dove
2014,0.064271914,0.007371494,Oriental Turtle-Dove
2015,0.0659024,0.007556409,Oriental Turtle-Dove
2016,0.063879046,0.007275598,Oriental Turtle-Dove
2017,0.064527309,0.007272241,Oriental Turtle-Dove
2018,0.071581181,0.008059658,Oriental Turtle-Dove
before 2000,0.134756166,0.009024527,Oriental White-eye
2000-2006,0.223991145,0.014418693,Oriental White-eye
2007-2010,0.126568205,0.008688194,Oriental White-eye
2011-2012,0.136789841,0.008913582,Oriental White-eye
2013,0.138643053,0.008784605,Oriental White-eye
2014,0.117050794,0.006989354,Oriental White-eye
2015,0.112891668,0.006721928,Oriental White-eye
2016,0.109923053,0.006535751,Oriental White-eye
2017,0.130343413,0.007649952,Oriental White-eye
2018,0.1225107,0.007233865,Oriental White-eye
before 2000,0.029931681,0.005593206,Osprey
2000-2006,0.028004201,0.005258392,Osprey
2007-2010,0.029301828,0.005437356,Osprey
2011-2012,0.032387718,0.005923057,Osprey
2013,0.025637828,0.004658859,Osprey
2014,0.019174483,0.003470938,Osprey
2015,0.017188247,0.003050532,Osprey
2016,0.019004353,0.003350723,Osprey
2017,0.015915909,0.002814828,Osprey
2018,0.015433645,0.002715139,Osprey
before 2000,0.070979958,0.012966295,Pacific Golden-Plover
2000-2006,0.048976734,0.009507286,Pacific Golden-Plover
2007-2010,0.024735816,0.004728365,Pacific Golden-Plover
2011-2012,0.020526531,0.004045175,Pacific Golden-Plover
2013,0.018422524,0.003546485,Pacific Golden-Plover
2014,0.013920214,0.002572249,Pacific Golden-Plover
2015,0.009765172,0.001797541,Pacific Golden-Plover
2016,0.011843851,0.002174672,Pacific Golden-Plover
2017,0.008761761,0.001602461,Pacific Golden-Plover
2018,0.008190166,0.001496923,Pacific Golden-Plover
before 2000,0.089991914,0.005368625,Paddyfield Pipit
2000-2006,0.106482531,0.006563961,Paddyfield Pipit
2007-2010,0.102034067,0.005866607,Paddyfield Pipit
2011-2012,0.104844309,0.006167143,Paddyfield Pipit
2013,0.075790842,0.00433143,Paddyfield Pipit
2014,0.07899478,0.004101852,Paddyfield Pipit
2015,0.090726896,0.004592586,Paddyfield Pipit
2016,0.091507605,0.004524119,Paddyfield Pipit
2017,0.088659528,0.004361419,Paddyfield Pipit
2018,0.084236459,0.004198072,Paddyfield Pipit
before 2000,0.010009572,0.00233187,Paddyfield Warbler
2000-2006,0.010021729,0.002405433,Paddyfield Warbler
2007-2010,0.018419382,0.004095266,Paddyfield Warbler
2011-2012,0.01494877,0.003405076,Paddyfield Warbler
2013,0.010287217,0.002333095,Paddyfield Warbler
2014,0.006844175,0.001489049,Paddyfield Warbler
2015,0.007499393,0.001587454,Paddyfield Warbler
2016,0.007767628,0.001620251,Paddyfield Warbler
2017,0.010912627,0.002261442,Paddyfield Warbler
2018,0.007031402,0.001457424,Paddyfield Warbler
before 2000,NA,NA,Painted Bush-Quail
2000-2006,NA,NA,Painted Bush-Quail
2007-2010,NA,NA,Painted Bush-Quail
2011-2012,NA,NA,Painted Bush-Quail
