Time.Bands,Frequency,SE,Species
2015,0.005209439,0.001347989,White-bellied Treepie
2016,0.005105233,0.001322193,White-bellied Treepie
2017,0.005157309,0.001330417,White-bellied Treepie
2018,0.004583768,0.001184995,White-bellied Treepie
2014,0.007095782,0.001461394,White-bellied Woodpecker
2015,0.006474845,0.001319094,White-bellied Woodpecker
2016,0.007034288,0.001428469,White-bellied Woodpecker
2017,0.005559882,0.001126039,White-bellied Woodpecker
2018,0.00729398,0.0014677,White-bellied Woodpecker
2014,NA,NA,White-breasted Parrotbill
2015,NA,NA,White-breasted Parrotbill
2016,NA,NA,White-breasted Parrotbill
2017,NA,NA,White-breasted Parrotbill
2018,NA,NA,White-breasted Parrotbill
2014,0.14874951,0.006988018,White-breasted Waterhen
2015,0.138491335,0.006389802,White-breasted Waterhen
2016,0.138942009,0.006274156,White-breasted Waterhen
2017,0.149254866,0.00677963,White-breasted Waterhen
2018,0.14628461,0.006599792,White-breasted Waterhen
2014,0.07188981,0.007270479,White-browed Bulbul
2015,0.061193181,0.006251627,White-browed Bulbul
2016,0.065633803,0.00663214,White-browed Bulbul
2017,0.077864969,0.00780077,White-browed Bulbul
2018,0.071148103,0.007159067,White-browed Bulbul
2014,NA,NA,White-browed Bushchat
2015,NA,NA,White-browed Bushchat
2016,NA,NA,White-browed Bushchat
2017,NA,NA,White-browed Bushchat
2018,NA,NA,White-browed Bushchat
2014,0.0752868,0.007109258,White-browed Fantail
2015,0.073693546,0.0068672,White-browed Fantail
2016,0.063941171,0.006046276,White-browed Fantail
2017,0.06838478,0.006468151,White-browed Fantail
2018,0.065610625,0.006171811,White-browed Fantail
2014,NA,NA,White-browed Fulvetta
2015,NA,NA,White-browed Fulvetta
2016,NA,NA,White-browed Fulvetta
2017,NA,NA,White-browed Fulvetta
2018,NA,NA,White-browed Fulvetta
2014,0.052389362,0.039143385,White-browed Piculet
2015,0.03648745,0.02731744,White-browed Piculet
2016,0.037680148,0.028475875,White-browed Piculet
2017,0.039328644,0.029202961,White-browed Piculet
2018,0.050316535,0.037618406,White-browed Piculet
2014,0.034132801,0.008275914,White-browed Scimitar-Babbler
2015,0.047094439,0.010935055,White-browed Scimitar-Babbler
2016,0.034264435,0.008030706,White-browed Scimitar-Babbler
2017,0.027237063,0.006371351,White-browed Scimitar-Babbler
2018,0.030979267,0.00719809,White-browed Scimitar-Babbler
2014,0.129042141,0.00700688,White-browed Wagtail
2015,0.118884623,0.00651995,White-browed Wagtail
2016,0.105053219,0.00579884,White-browed Wagtail
2017,0.109831369,0.006011807,White-browed Wagtail
2018,0.108356144,0.005932915,White-browed Wagtail
2014,0.152018439,0.023466507,White-capped Redstart
2015,0.123786802,0.019443281,White-capped Redstart
2016,0.124416588,0.01922341,White-capped Redstart
2017,0.14252566,0.02183221,White-capped Redstart
2018,0.136893832,0.020934572,White-capped Redstart
2014,0.084113689,0.016252812,White-cheeked Barbet
2015,0.087664938,0.01685675,White-cheeked Barbet
2016,0.083546437,0.016076812,White-cheeked Barbet
2017,0.095397348,0.018261226,White-cheeked Barbet
2018,0.097060572,0.018576598,White-cheeked Barbet
2014,NA,NA,White-cheeked Nuthatch
2015,NA,NA,White-cheeked Nuthatch
2016,NA,NA,White-cheeked Nuthatch
2017,NA,NA,White-cheeked Nuthatch
2018,NA,NA,White-cheeked Nuthatch
2014,NA,NA,White-cheeked Partridge
2015,NA,NA,White-cheeked Partridge
2016,NA,NA,White-cheeked Partridge
2017,NA,NA,White-cheeked Partridge
2018,NA,NA,White-cheeked Partridge
2014,0.023656571,0.018458747,White-collared Blackbird
2015,0.023910071,0.018787685,White-collared Blackbird
2016,0.029248321,0.022501295,White-collared Blackbird
2017,0.01903787,0.014934049,White-collared Blackbird
2018,0.027541699,0.021500666,White-collared Blackbird
2014,0.035179512,0.007179646,White-crested Laughingthrush
2015,0.03752722,0.00747565,White-crested Laughingthrush
2016,0.036552937,0.007272196,White-crested Laughingthrush
2017,0.043086609,0.008413978,White-crested Laughingthrush
2018,0.039913427,0.007822723,White-crested Laughingthrush
2014,0.149557114,0.022630222,White-eared Bulbul
2015,0.137501441,0.02069676,White-eared Bulbul
2016,0.135140298,0.020097968,White-eared Bulbul
2017,0.143155698,0.021181339,White-eared Bulbul
2018,0.147391223,0.021722487,White-eared Bulbul
2014,0.067829188,0.005863683,White-eyed Buzzard
2015,0.048816921,0.00421155,White-eyed Buzzard
2016,0.054105116,0.004614814,White-eyed Buzzard
2017,0.04470519,0.00384303,White-eyed Buzzard
2018,0.049826071,0.004273067,White-eyed Buzzard
2014,NA,NA,White-gorgeted Flycatcher
2015,NA,NA,White-gorgeted Flycatcher
2016,NA,NA,White-gorgeted Flycatcher
2017,NA,NA,White-gorgeted Flycatcher
2018,NA,NA,White-gorgeted Flycatcher
2014,0.270067214,0.052365899,White-headed Starling
2015,0.349894454,0.058869506,White-headed Starling
2016,0.254377328,0.041568368,White-headed Starling
2017,0.24671001,0.040008488,White-headed Starling
2018,0.21363016,0.035660565,White-headed Starling
2014,0.01704814,0.007792046,White-hooded Babbler
2015,0.0137424,0.006181994,White-hooded Babbler
2016,0.015883395,0.007114985,White-hooded Babbler
2017,0.014799216,0.006642325,White-hooded Babbler
2018,0.011403638,0.005191119,White-hooded Babbler
2014,NA,NA,White-naped Tit
2015,NA,NA,White-naped Tit
2016,NA,NA,White-naped Tit
2017,NA,NA,White-naped Tit
2018,NA,NA,White-naped Tit
2014,0.021065763,0.002743627,White-naped Woodpecker
2015,0.019097211,0.00243001,White-naped Woodpecker
2016,0.016491063,0.002098286,White-naped Woodpecker
2017,0.020033612,0.002521297,White-naped Woodpecker
2018,0.019004947,0.002361879,White-naped Woodpecker
2014,NA,NA,White-naped Yuhina
2015,NA,NA,White-naped Yuhina
2016,NA,NA,White-naped Yuhina
2017,NA,NA,White-naped Yuhina
2018,NA,NA,White-naped Yuhina
2014,0.063198062,0.005806259,White-rumped Munia
2015,0.052510015,0.004749229,White-rumped Munia
2016,0.052547354,0.004742234,White-rumped Munia
2017,0.051914775,0.004653566,White-rumped Munia
2018,0.043783047,0.003949662,White-rumped Munia
2014,0.011272213,0.001900293,White-rumped Needletail
2015,0.008338571,0.001407924,White-rumped Needletail
2016,0.008976892,0.001456702,White-rumped Needletail
2017,0.010868107,0.001764079,White-rumped Needletail
2018,0.008244277,0.001351496,White-rumped Needletail
2014,0.051015127,0.006518145,White-rumped Shama
2015,0.04229048,0.005331914,White-rumped Shama
2016,0.048992253,0.006174285,White-rumped Shama
2017,0.047152973,0.005876491,White-rumped Shama
2018,0.049554798,0.00616499,White-rumped Shama
2014,0.036620264,0.004821026,White-rumped Vulture
2015,0.025569007,0.003362125,White-rumped Vulture
2016,0.016376321,0.00214164,White-rumped Vulture
2017,0.015594012,0.002076673,White-rumped Vulture
2018,0.016719395,0.002184294,White-rumped Vulture
2014,0.039831137,0.043353575,White-spectacled Warbler
2015,0.042505366,0.046474056,White-spectacled Warbler
2016,0.034389971,0.037461868,White-spectacled Warbler
2017,0.017099621,0.018829032,White-spectacled Warbler
2018,0.026890571,0.029809739,White-spectacled Warbler
2014,0.013510527,0.004396136,White-tailed Iora
2015,0.007941818,0.002555071,White-tailed Iora
2016,0.012437246,0.003967954,White-tailed Iora
2017,0.011945001,0.00382595,White-tailed Iora
2018,0.013900366,0.004413983,White-tailed Iora
2014,0.038189295,0.008818988,White-tailed Lapwing
2015,0.026456784,0.00600361,White-tailed Lapwing
2016,0.022679877,0.005115523,White-tailed Lapwing
2017,0.027996301,0.006159813,White-tailed Lapwing
2018,0.025134037,0.00553515,White-tailed Lapwing
2014,0.044596744,0.010273407,White-tailed Nuthatch
2015,0.042651522,0.009586684,White-tailed Nuthatch
2016,0.041508478,0.009288894,White-tailed Nuthatch
2017,0.044575266,0.009854714,White-tailed Nuthatch
2018,0.036566133,0.008142922,White-tailed Nuthatch
2014,0.070966381,0.029912808,White-tailed Robin
2015,0.023989921,0.010553511,White-tailed Robin
2016,0.032239991,0.013723096,White-tailed Robin
2017,0.025483292,0.010876115,White-tailed Robin
2018,0.029846213,0.01268066,White-tailed Robin
2014,0.106904564,0.1163266,White-throated Bulbul
2015,0.125181541,0.133552014,White-throated Bulbul
2016,0.169878099,0.172808064,White-throated Bulbul
2017,0.121028732,0.12973621,White-throated Bulbul
2018,0.148046303,0.15389267,White-throated Bulbul
2014,NA,NA,White-throated Bushchat
2015,NA,NA,White-throated Bushchat
2016,NA,NA,White-throated Bushchat
2017,NA,NA,White-throated Bushchat
2018,NA,NA,White-throated Bushchat
2014,0.077195032,0.009350776,White-throated Fantail
2015,0.066391007,0.007896949,White-throated Fantail
2016,0.074234119,0.008601716,White-throated Fantail
2017,0.081153893,0.009412436,White-throated Fantail
2018,0.088976876,0.010103389,White-throated Fantail
2014,0.404510251,0.01146761,White-throated Kingfisher
2015,0.379217341,0.010796348,White-throated Kingfisher
2016,0.355310666,0.010398215,White-throated Kingfisher
2017,0.37097694,0.010618991,White-throated Kingfisher
2018,0.377404159,0.010770693,White-throated Kingfisher
2014,0.039989162,0.009679188,White-throated Laughingthrush
2015,0.043018972,0.010262004,White-throated Laughingthrush
2016,0.032960849,0.007845416,White-throated Laughingthrush
2017,0.03905224,0.009328661,White-throated Laughingthrush
2018,0.039499397,0.009295289,White-throated Laughingthrush
2014,NA,NA,White-throated Tit
2015,NA,NA,White-throated Tit
2016,NA,NA,White-throated Tit
2017,NA,NA,White-throated Tit
2018,NA,NA,White-throated Tit
2014,NA,NA,White-winged Duck
2015,NA,NA,White-winged Duck
2016,NA,NA,White-winged Duck
2017,NA,NA,White-winged Duck
2018,NA,NA,White-winged Duck
2014,0.325972425,0.157079355,White-winged Redstart
2015,0.143978003,0.078417935,White-winged Redstart
2016,0.219622882,0.111422989,White-winged Redstart
2017,0.120529112,0.065981952,White-winged Redstart
2018,0.168868348,0.089128984,White-winged Redstart
2014,0.099848625,0.009435997,White Wagtail
2015,0.103495726,0.009647974,White Wagtail
2016,0.100395959,0.009381676,White Wagtail
2017,0.096145176,0.008953055,White Wagtail
2018,0.092055238,0.008633954,White Wagtail
2014,0.104207156,0.007676934,Wire-tailed Swallow
2015,0.104801053,0.007720769,Wire-tailed Swallow
2016,0.100227107,0.007309565,Wire-tailed Swallow
2017,0.104513593,0.007654491,Wire-tailed Swallow
2018,0.104843016,0.007617394,Wire-tailed Swallow
2014,0.056963153,0.003980327,Wood Sandpiper
2015,0.053451541,0.003654119,Wood Sandpiper
2016,0.05486239,0.003698631,Wood Sandpiper
2017,0.048898754,0.003307691,Wood Sandpiper
2018,0.046198035,0.00311579,Wood Sandpiper
2014,0.066878812,0.005538697,Woolly-necked Stork
2015,0.058639348,0.004837147,Woolly-necked Stork
2016,0.050274192,0.004177657,Woolly-necked Stork
2017,0.049043794,0.004032669,Woolly-necked Stork
2018,0.059758346,0.004855565,Woolly-necked Stork
2014,NA,NA,Wreathed Hornbill
2015,NA,NA,Wreathed Hornbill
2016,NA,NA,Wreathed Hornbill
2017,NA,NA,Wreathed Hornbill
2018,NA,NA,Wreathed Hornbill
2014,NA,NA,Wynaad Laughingthrush
2015,NA,NA,Wynaad Laughingthrush
2016,NA,NA,Wynaad Laughingthrush
2017,NA,NA,Wynaad Laughingthrush
2018,NA,NA,Wynaad Laughingthrush
2014,0.04903103,0.009824414,Yellow-bellied Fairy-Fantail
2015,0.041201878,0.008111579,Yellow-bellied Fairy-Fantail
2016,0.038212951,0.007514598,Yellow-bellied Fairy-Fantail
2017,0.042744609,0.008185705,Yellow-bellied Fairy-Fantail
2018,0.051379476,0.009742648,Yellow-bellied Fairy-Fantail
2014,0.037981326,0.008797834,Yellow-bellied Prinia
2015,0.048341053,0.01067855,Yellow-bellied Prinia
2016,0.04050584,0.008833462,Yellow-bellied Prinia
2017,0.029926085,0.006668836,Yellow-bellied Prinia
2018,0.031185841,0.006889675,Yellow-bellied Prinia
2014,0.03126447,0.019464778,Yellow-bellied Warbler
2015,0.041972085,0.025999771,Yellow-bellied Warbler
2016,0.034674665,0.021647898,Yellow-bellied Warbler
2017,0.031762534,0.019791334,Yellow-bellied Warbler
2018,0.041177943,0.025656228,Yellow-bellied Warbler
2014,0.145492564,0.016835411,Yellow-billed Babbler
2015,0.145757895,0.016745625,Yellow-billed Babbler
2016,0.151453722,0.017347622,Yellow-billed Babbler
2017,0.161526486,0.018379871,Yellow-billed Babbler
2018,0.155300861,0.0177205,Yellow-billed Babbler
2014,0.084046032,0.020788056,Yellow-billed Blue-Magpie
2015,0.07997202,0.019742227,Yellow-billed Blue-Magpie
2016,0.081459087,0.020067621,Yellow-billed Blue-Magpie
2017,0.079212298,0.01951455,Yellow-billed Blue-Magpie
2018,0.081184463,0.019918487,Yellow-billed Blue-Magpie
2014,0.161846091,0.048460133,Yellow-billed Chough
2015,0.187638781,0.054882533,Yellow-billed Chough
2016,0.172155068,0.050569077,Yellow-billed Chough
2017,0.16998279,0.049821804,Yellow-billed Chough
2018,0.170340946,0.049730999,Yellow-billed Chough
2014,NA,NA,Yellow-breasted Bunting
2015,NA,NA,Yellow-breasted Bunting
2016,NA,NA,Yellow-breasted Bunting
2017,NA,NA,Yellow-breasted Bunting
2018,NA,NA,Yellow-breasted Bunting
2014,0.08802388,0.017063251,Yellow-breasted Greenfinch
2015,0.080778561,0.015575173,Yellow-breasted Greenfinch
2016,0.078937949,0.015045661,Yellow-breasted Greenfinch
2017,0.073382112,0.014034339,Yellow-breasted Greenfinch
2018,0.065481803,0.012539428,Yellow-breasted Greenfinch
2014,0.02151546,0.005084101,Yellow-browed Bulbul
2015,0.018037436,0.004251722,Yellow-browed Bulbul
2016,0.017700894,0.004160226,Yellow-browed Bulbul
2017,0.019411698,0.004559979,Yellow-browed Bulbul
2018,0.016759803,0.00394516,Yellow-browed Bulbul
2014,0.014041345,0.004815661,Yellow-browed Tit
2015,0.008838817,0.002960975,Yellow-browed Tit
2016,0.013693711,0.004535225,Yellow-browed Tit
2017,0.015038161,0.004942687,Yellow-browed Tit
2018,0.013398932,0.004394691,Yellow-browed Tit
2014,0.100765607,0.033967684,Yellow-browed Warbler
2015,0.063387681,0.021745434,Yellow-browed Warbler
2016,0.075892034,0.025768944,Yellow-browed Warbler
2017,0.051577333,0.017667539,Yellow-browed Warbler
2018,0.03822914,0.013081944,Yellow-browed Warbler
2014,0.031388898,0.016894788,Yellow-cheeked Tit
2015,0.029234919,0.015673281,Yellow-cheeked Tit
2016,0.028554044,0.015185865,Yellow-cheeked Tit
2017,0.029047161,0.01544331,Yellow-cheeked Tit
2018,0.029682858,0.015811383,Yellow-cheeked Tit
2014,0.041582114,0.004124885,Yellow-crowned Woodpecker
2015,0.036327131,0.003577065,Yellow-crowned Woodpecker
2016,0.038342769,0.003695577,Yellow-crowned Woodpecker
2017,0.033387703,0.00323842,Yellow-crowned Woodpecker
2018,0.03149128,0.003019544,Yellow-crowned Woodpecker
2014,0.066596875,0.005144672,Yellow-eyed Babbler
2015,0.053082158,0.004072671,Yellow-eyed Babbler
2016,0.058382999,0.004407688,Yellow-eyed Babbler
2017,0.061706648,0.004641854,Yellow-eyed Babbler
2018,0.053089256,0.004018175,Yellow-eyed Babbler
2014,0.087225229,0.006692336,Yellow-footed Pigeon
2015,0.093623123,0.007139376,Yellow-footed Pigeon
2016,0.094227162,0.007105674,Yellow-footed Pigeon
2017,0.091852925,0.006940586,Yellow-footed Pigeon
2018,0.093881899,0.007100998,Yellow-footed Pigeon
2014,NA,NA,Yellow-legged Buttonquail
2015,NA,NA,Yellow-legged Buttonquail
2016,NA,NA,Yellow-legged Buttonquail
2017,NA,NA,Yellow-legged Buttonquail
2018,NA,NA,Yellow-legged Buttonquail
2014,NA,NA,Yellow-rumped Honeyguide
2015,NA,NA,Yellow-rumped Honeyguide
2016,NA,NA,Yellow-rumped Honeyguide
2017,NA,NA,Yellow-rumped Honeyguide
2018,NA,NA,Yellow-rumped Honeyguide
2014,0.019915572,0.005709611,Yellow-throated Bulbul
2015,0.009917615,0.002873557,Yellow-throated Bulbul
2016,0.012911831,0.00371263,Yellow-throated Bulbul
2017,0.014391075,0.004118004,Yellow-throated Bulbul
2018,0.01314637,0.003766831,Yellow-throated Bulbul
2014,NA,NA,Yellow-throated Fulvetta
2015,NA,NA,Yellow-throated Fulvetta
2016,NA,NA,Yellow-throated Fulvetta
2017,NA,NA,Yellow-throated Fulvetta
2018,NA,NA,Yellow-throated Fulvetta
2014,NA,NA,Yellow-throated Laughingthrush
2015,NA,NA,Yellow-throated Laughingthrush
2016,NA,NA,Yellow-throated Laughingthrush
2017,NA,NA,Yellow-throated Laughingthrush
2018,NA,NA,Yellow-throated Laughingthrush
2014,NA,NA,Yellow-vented Warbler
2015,NA,NA,Yellow-vented Warbler
2016,NA,NA,Yellow-vented Warbler
2017,NA,NA,Yellow-vented Warbler
2018,NA,NA,Yellow-vented Warbler
2014,0.084524555,0.006048028,Yellow-wattled Lapwing
2015,0.073072784,0.00523093,Yellow-wattled Lapwing
2016,0.06779431,0.004840945,Yellow-wattled Lapwing
2017,0.072414925,0.00518178,Yellow-wattled Lapwing
2018,0.067496246,0.004793639,Yellow-wattled Lapwing
2014,0.025094238,0.002871054,Yellow Bittern
2015,0.023373941,0.002607013,Yellow Bittern
2016,0.026229419,0.0028984,Yellow Bittern
2017,0.023309705,0.002557876,Yellow Bittern
2018,0.021941512,0.002423908,Yellow Bittern
2014,NA,NA,Yellow Weaver
2015,NA,NA,Yellow Weaver
2016,NA,NA,Yellow Weaver
2017,NA,NA,Yellow Weaver
2018,NA,NA,Yellow Weaver
2014,0.056660525,0.004268427,Zitting Cisticola
2015,0.056211327,0.004111151,Zitting Cisticola
2016,0.048675307,0.003497339,Zitting Cisticola
2017,0.051820872,0.003660215,Zitting Cisticola
2018,0.042983808,0.003114438,Zitting Cisticola
2019,0.0181271752358728,0.004579759,Fulvous Whistling-Duck
2020,0.0177875702979203,0.004579759,Fulvous Whistling-Duck
2021,0.0174543277144097,0.004579759,Fulvous Whistling-Duck
2019,0.122724866538412,0.00769948,Lesser Whistling-Duck
2020,0.117928779803388,0.00769948,Lesser Whistling-Duck
2021,0.113320124096963,0.00769948,Lesser Whistling-Duck
2019,0.0483450032123439,0.047097469,Bar-headed Goose
2020,0.044992080618506,0.047097469,Bar-headed Goose
2021,0.041871696843021,0.047097469,Bar-headed Goose
2019,0.0253691600836763,0.004950055,Graylag Goose
2020,0.0245848306179968,0.004950055,Graylag Goose
2021,0.0238247499925904,0.004950055,Graylag Goose
2019,0.0482094613758535,0.00526522,Knob-billed Duck
2020,0.0453078430529496,0.00526522,Knob-billed Duck
2021,0.04258086656697,0.00526522,Knob-billed Duck
2019,0.062284827825323,0.014839586,Ruddy Shelduck
2020,0.060847924634242,0.014839586,Ruddy Shelduck
2021,0.0594441706201375,0.014839586,Ruddy Shelduck
2019,0.0408479278297544,0.003615503,Cotton Pygmy-Goose
2020,0.0375620955362126,0.003615503,Cotton Pygmy-Goose
2021,0.0345405776016827,0.003615503,Cotton Pygmy-Goose
2019,0.0261141519660486,0.00248871,Garganey
2020,0.026512952582422,0.00248871,Garganey
2021,0.0269178434571284,0.00248871,Garganey
2019,0.038350808217567,0.004195364,Northern Shoveler
2020,0.0384313020282656,0.004195364,Northern Shoveler
2021,0.0385119647859528,0.004195364,Northern Shoveler
2019,0.0343687287878317,0.005031106,Gadwall
2020,0.0347784248689623,0.005031106,Gadwall
2021,0.0351930047757337,0.005031106,Gadwall
2019,0.0241378850117544,0.02588475,Eurasian Wigeon
2020,0.0231450544926752,0.02588475,Eurasian Wigeon
2021,0.0221930607096703,0.02588475,Eurasian Wigeon
2019,0.101992100112168,0.006794305,Indian Spot-billed Duck
2020,0.0978144835205961,0.006794305,Indian Spot-billed Duck
2021,0.0938079829308221,0.006794305,Indian Spot-billed Duck
2019,0.0227040661610385,0.005673466,Mallard
2020,0.0241564234363623,0.005673466,Mallard
2021,0.0257016866096967,0.005673466,Mallard
2019,0.0313598506222435,0.014199272,Northern Pintail
2020,0.029791424063586,0.014199272,Northern Pintail
2021,0.0283014405402456,0.014199272,Northern Pintail
2019,0.029614663542358,0.006398653,Green-winged Teal
2020,0.0307814194439942,0.006398653,Green-winged Teal
2021,0.0319941430917119,0.006398653,Green-winged Teal
2019,0.0380121043580382,0.00552437,Red-crested Pochard
2020,0.0382745208877835,0.00552437,Red-crested Pochard
2021,0.0385387490098163,0.00552437,Red-crested Pochard
2019,0.0254448672965231,0.004744142,Common Pochard
2020,0.0247225164824473,0.004744142,Common Pochard
2021,0.0240206723856012,0.004744142,Common Pochard
2019,0.0416770398820214,0.005415769,Ferruginous Duck
2020,0.0554174915728851,0.005415769,Ferruginous Duck
2021,0.0736880157737785,0.005415769,Ferruginous Duck
2019,0.0222542186058568,0.015130337,Tufted Duck
2020,0.0212987654186864,0.015130337,Tufted Duck
2021,0.0203843332535991,0.015130337,Tufted Duck
2019,0.0350749779239997,0.021242734,Common Merganser
2020,0.0328603052452236,0.021242734,Common Merganser
2021,0.0307854694349053,0.021242734,Common Merganser
2019,0.0257100158193915,0.006458969,Hill Partridge
2020,0.0233085049681078,0.006458969,Hill Partridge
2021,0.0211313134797272,0.006458969,Hill Partridge
2019,0.231343099455202,0.013051685,Indian Peafowl
